# subj	index_traj	path	conditions	condition	cond_sum	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	prop_left	RT_s	exept_prop_left_lv	acc_lv
5	56	rdw	LR	different	rdw_different	left	-0.974	2.955	right	9	5.179	1	0	0.151	0	1
5	37	rdw	LL	same	rdw_same	left	-1.988	5.494	left	30	-5.674	1	0	0.362	1	0
5	67	rdw	LR	different	rdw_different	left	-1.011	3.712	right	14	2.576	-1	1	0.274	0	0
5	79	rdw	LR	different	rdw_different	left	-2.149	4.637	right	22	6.019	1	0	0.632	0	1
5	80	rdw	LR	different	rdw_different	left	-1.134	4.973	right	25	3.726	1	0	0.47	0	1
5	188	rdw	RR	same	rdw_same	right	2.822	5.379	right	29	8.417	1	0	0.45	0	1
5	183	rdw	RR	same	rdw_same	right	2.547	5.207	right	27	4.706	1	0	0.405	0	1
5	10	rdw	LL	same	rdw_same	left	-1.646	3.03	left	9	-6.579	-1	1	0.522	1	1
5	128	rdw	RL	different	rdw_different	right	0.87	4.088	left	17	-2.599	-1	1	0.464	1	1
5	62	rdw	LR	different	rdw_different	left	-1.05	3.553	right	13	3.169	-1	1	0.281	0	0
5	65	rdw	LR	different	rdw_different	left	-2.055	3.917	right	16	5.82	1	0	0.477	0	1
5	17	rdw	LL	same	rdw_same	left	-2.376	3.95	left	16	-7.381	-1	1	0.66	1	1
5	133	rdw	RL	different	rdw_different	right	1.014	5.344	left	29	-3.279	-1	1	0.49	1	1
5	195	rdw	RR	same	rdw_same	right	0.81	6.405	right	41	10.068	-1	1	0.81	0	0
5	146	rdw	RL	different	rdw_different	right	1.995	6.028	left	36	-3.041	-1	1	0.927	1	1
5	38	rdw	LL	same	rdw_same	left	-2.822	5.379	left	29	-8.417	-1	1	0.594	1	1
5	173	rdw	RR	same	rdw_same	right	2.217	4.012	right	16	3.328	1	0	0.684	0	1
5	149	rdw	RL	different	rdw_different	right	1.186	6.295	left	40	-3.668	-1	1	0.539	1	1
5	93	rdw	LR	different	rdw_different	left	-1.486	6.421	right	41	8.888	1	0	0.527	0	1
5	29	rdw	LL	same	rdw_same	left	-1.621	4.376	left	19	-14.001	-1	1	0.703	1	1
5	0	rdw	LL	same	rdw_same	left	-1.672	2.125	left	5	-3.182	-1	1	0.589	1	1
5	2	rdw	LL	same	rdw_same	left	-2.413	2.537	left	6	-6.728	-1	1	0.599	1	1
5	122	rdw	RL	different	rdw_different	right	1.283	4.911	left	24	-3.587	-1	1	0.497	1	1
5	180	rdw	RR	same	rdw_same	right	1.432	5.195	right	27	7.161	1	0	0.669	0	1
5	95	rdw	LR	different	rdw_different	left	-1.969	6.295	right	40	10.722	1	0	0.816	0	1
5	121	rdw	RL	different	rdw_different	right	1.764	4.73	left	22	-2.728	-1	1	0.477	1	1
5	185	rdw	RR	same	rdw_same	right	2.32	5.071	right	26	7.877	1	0	0.447	0	1
5	39	rdw	LL	same	rdw_same	left	-2.719	5.571	left	31	-10.583	-1	1	0.106	1	1
5	66	rdw	LR	different	rdw_different	left	-2.091	3.596	right	13	5.348	1	0	0.392	0	1
5	19	rdw	LL	same	rdw_same	left	-1.394	3.481	left	12	-5.649	-1	1	0.389	1	1
5	11	rdw	LL	same	rdw_same	left	-1.454	3.202	left	10	-2.972	1	0	0.963	1	0
5	45	rdw	LL	same	rdw_same	left	-0.81	6.405	left	41	-10.068	-1	1	0.909	1	1
5	41	rdw	LL	same	rdw_same	left	-2.078	6.196	left	38	-11.804	-1	1	0.724	1	1
