# subj	index_traj	path	conditions	condition	cond_sum	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	prop_left	RT_s	acc_lv	same_side_as_lv	same_side_as_ms
19	56	iid	LR	different	iid_different	left	-0.974	2.955	right	9	5.179	-1	1	0.456	1	0	1
19	68	iid	LR	different	iid_different	left	-1.071	3.23	right	10	4.659	1	0	0.389	0	1	0
19	64	iid	LR	different	iid_different	left	-1.583	3.228	right	10	4.674	-1	1	0.411	1	0	1
19	49	iid	LL	same	iid_same	left	-1.82	6.317	left	40	-5.053	-1	1	0.557	1	1	1
19	21	iid	LL	same	iid_same	left	-2.081	4.839	left	24	-11.931	-1	1	0.532	1	1	1
19	58	iid	LR	different	iid_different	left	-2.027	2.567	right	7	4.044	-1	1	0.439	1	0	1
19	16	iid	LL	same	iid_same	left	-1.331	3.134	left	10	-7.001	-1	1	0.419	1	1	1
19	51	iid	LR	different	iid_different	left	-0.806	2.319	right	5	3.749	-1	1	0.433	1	0	1
19	145	iid	RL	different	iid_different	right	1.969	6.295	left	40	-10.722	1	0	0.62	1	0	1
19	187	iid	RR	same	iid_same	right	1.988	5.494	right	30	5.674	1	0	0.395	1	1	1
19	91	iid	LR	different	iid_different	left	-1.575	6.045	right	37	3.812	1	0	0.559	0	1	0
19	110	iid	RL	different	iid_different	right	0.889	3.379	left	11	-3.456	1	0	0.4	1	0	1
19	158	iid	RR	same	iid_same	right	1.147	2.092	right	4	3.873	1	0	0.339	1	1	1
19	87	iid	LR	different	iid_different	left	-1.078	5.502	right	30	5.305	-1	1	0.584	1	0	1
19	198	iid	RR	same	iid_same	right	2.101	6.227	right	39	4.733	1	0	0.495	1	1	1
19	35	iid	LL	same	iid_same	left	-2.32	5.071	left	26	-7.877	-1	1	0.52	1	1	1
19	127	iid	RL	different	iid_different	right	1.239	4.403	left	19	-7.711	1	0	0.381	1	0	1
19	178	iid	RR	same	iid_same	right	1.983	4.508	right	20	4.197	1	0	0.324	1	1	1
19	123	iid	RL	different	iid_different	right	2.056	4.699	left	22	-3.118	1	0	0.267	1	0	1
19	89	iid	LR	different	iid_different	left	-0.999	5.404	right	30	9.09	1	0	0.543	0	1	0
19	111	iid	RL	different	iid_different	right	0.973	3.878	left	15	-2.704	1	0	0.27	1	0	1
19	34	iid	LL	same	iid_same	left	-2.325	5.238	left	27	-4.616	-1	1	0.41	1	1	1
19	194	iid	RR	same	iid_same	right	1.816	6.152	right	38	4.335	1	0	0.685	1	1	1
19	75	iid	LR	different	iid_different	left	-1.007	4.726	right	22	7.396	-1	1	0.423	1	0	1
19	141	iid	RL	different	iid_different	right	1.575	6.045	left	37	-3.812	1	0	0.4685	1	0	1
19	42	iid	LL	same	iid_same	left	-1.954	6.647	left	44	-13.663	-1	1	0.4685	1	1	1
19	156	iid	RR	same	iid_same	right	2.375	2.81	right	8	5.006	1	0	0.347	1	1	1
19	193	iid	RR	same	iid_same	right	1.762	6.619	right	43	11.962	1	0	0.473	1	1	1
19	106	iid	RL	different	iid_different	right	0.974	2.955	left	9	-5.179	1	0	0.334	1	0	1
19	52	iid	LR	different	iid_different	left	-1.512	2.3	right	5	5.012	-1	1	0.452	1	0	1
19	23	iid	LL	same	iid_same	left	-2.217	4.012	left	16	-3.328	-1	1	0.604	1	1	1
19	131	iid	RL	different	iid_different	right	1.773	5.602	left	31	-12.73	1	0	0.463	1	0	1
19	182	iid	RR	same	iid_same	right	2.179	5.057	right	26	5.865	1	0	0.372	1	1	1
19	70	iid	LR	different	iid_different	left	-1.926	4.487	right	20	4.387	-1	1	0.342	1	0	1
19	24	iid	LL	same	iid_same	left	-1.157	4.176	left	17	-2.95	-1	1	0.615	1	1	1
19	147	iid	RL	different	iid_different	right	1.346	6.31	left	40	-3.058	1	0	0.45	1	0	1
19	6	iid	LL	same	iid_same	left	-2.375	2.81	left	8	-5.006	-1	1	0.436	1	1	1
19	125	iid	RL	different	iid_different	right	1.007	4.726	left	22	-7.396	1	0	0.483	1	0	1
19	191	iid	RR	same	iid_same	right	2.078	6.196	right	38	11.804	1	0	0.572	1	1	1
19	175	iid	RR	same	iid_same	right	1.971	4.243	right	18	3.981	1	0	0.31	1	1	1
19	85	iid	LR	different	iid_different	left	-1.907	4.917	right	24	2.755	-1	1	0.375	1	0	1
19	14	iid	LL	same	iid_same	left	-2.465	3.163	left	10	-5.991	-1	1	0.367	1	1	1
19	83	iid	LR	different	iid_different	left	-1.014	5.344	right	29	3.279	1	0	0.46825000000000006	0	1	0
19	134	iid	RL	different	iid_different	right	1.581	5.468	left	30	-3.437	1	0	0.69	1	0	1
19	40	iid	LL	same	iid_same	left	-2.137	6.102	left	37	-2.857	1	0	0.78	0	0	0
19	126	iid	RL	different	iid_different	right	1.794	4.732	left	22	-6.096	1	0	0.598	1	0	1
19	152	iid	RR	same	iid_same	right	2.413	2.537	right	6	6.728	1	0	0.399	1	1	1
19	197	iid	RR	same	iid_same	right	2.158	6.978	right	49	5.806	1	0	0.46825000000000006	1	1	1
19	117	iid	RL	different	iid_different	right	1.011	3.712	left	14	-2.576	1	0	0.49	1	0	1
19	132	iid	RL	different	iid_different	right	0.915	5.411	left	29	-4.576	1	0	0.454	1	0	1
19	36	iid	LL	same	iid_same	left	-1.917	5.864	left	35	-11.991	1	0	0.589	0	0	0
19	108	iid	RL	different	iid_different	right	2.027	2.567	left	7	-4.044	1	0	0.264	1	0	1
19	169	iid	RR	same	iid_same	right	1.394	3.481	right	12	5.649	1	0	0.479	1	1	1
19	25	iid	LL	same	iid_same	left	-1.971	4.243	left	18	-3.981	-1	1	0.522	1	1	1
19	136	iid	RL	different	iid_different	right	1.405	5.417	left	29	-4.991	1	0	0.565	1	0	1
19	43	iid	LL	same	iid_same	left	-1.762	6.619	left	43	-11.962	-1	1	0.591	1	1	1
19	137	iid	RL	different	iid_different	right	1.078	5.502	left	30	-5.305	1	0	0.571	1	0	1
19	46	iid	LL	same	iid_same	left	-1.185	6.479	left	42	-5.232	1	0	0.531	0	0	0
19	4	iid	LL	same	iid_same	left	-2.051	2.291	left	5	-3.295	-1	1	0.445	1	1	1
19	165	iid	RR	same	iid_same	right	2.085	3.039	right	9	3.017	1	0	0.552	1	1	1
19	54	iid	LR	different	iid_different	left	-1.113	2.948	right	9	2.555	-1	1	0.52	1	0	1
19	139	iid	RL	different	iid_different	right	0.999	5.404	left	30	-9.09	1	0	0.613	1	0	1
19	186	iid	RR	same	iid_same	right	1.917	5.864	right	35	11.991	1	0	0.531	1	1	1
19	8	iid	LL	same	iid_same	left	-1.147	2.092	left	4	-3.873	-1	1	0.448	1	1	1
19	13	iid	LL	same	iid_same	left	-1.629	3.238	left	11	-7.675	-1	1	0.407	1	1	1
19	5	iid	LL	same	iid_same	left	-2.123	2.129	left	5	-3.169	-1	1	0.522	1	1	1
19	33	iid	LL	same	iid_same	left	-2.547	5.207	left	27	-4.706	-1	1	0.445	1	1	1
19	81	iid	LR	different	iid_different	left	-1.773	5.602	right	31	12.73	1	0	0.49	0	1	0
19	31	iid	LL	same	iid_same	left	-2.689	5.667	left	33	-13.897	-1	1	0.4685	1	1	1
19	59	iid	LR	different	iid_different	left	-1.193	2.511	right	6	2.767	-1	1	0.467	1	0	1
19	166	iid	RR	same	iid_same	right	1.331	3.134	right	10	7.001	1	0	0.423	1	1	1
19	103	iid	RL	different	iid_different	right	0.961	2.657	left	7	-2.843	1	0	0.457	1	0	1
19	124	iid	RL	different	iid_different	right	1.906	4.326	left	19	-4.242	1	0	0.414	1	0	1
19	163	iid	RR	same	iid_same	right	1.629	3.238	right	11	7.675	1	0	0.299	1	1	1
19	7	iid	LL	same	iid_same	left	-2.172	2.398	left	6	-6.377	-1	1	0.193	1	1	1
19	27	iid	LL	same	iid_same	left	-2.389	4.145	left	17	-3.429	-1	1	0.227	1	1	1
19	177	iid	RR	same	iid_same	right	2.389	4.145	right	17	3.429	1	0	0.283	1	1	1
19	32	iid	LL	same	iid_same	left	-2.179	5.057	left	26	-5.865	-1	1	0.564	1	1	1
19	60	iid	LR	different	iid_different	left	-0.889	3.379	right	11	3.456	1	0	0.45	0	1	0
19	112	iid	RL	different	iid_different	right	1.05	3.553	left	13	-3.169	1	0	0.409	1	0	1
19	73	iid	LR	different	iid_different	left	-2.056	4.699	right	22	3.118	-1	1	0.582	1	0	1
19	162	iid	RR	same	iid_same	right	1.311	3.437	right	12	3.281	1	0	0.405	1	1	1
19	48	iid	LL	same	iid_same	left	-2.101	6.227	left	39	-4.733	-1	1	0.501	1	1	1
