# subj	index_traj	path	conditions	condition	cond_sum	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	prop_left	RT_s	acc_lv	same_side_as_lv	same_side_as_ms
17	95	iid	LR	different	iid_different	left	-1.969	6.295	right	40	10.722	-1	1	0.267	1	0	1
17	74	iid	LR	different	iid_different	left	-1.906	4.326	right	19	4.242	-1	1	0.596	1	0	1
17	87	iid	LR	different	iid_different	left	-1.078	5.502	right	30	5.305	-1	1	0.546	1	0	1
17	116	iid	RL	different	iid_different	right	2.091	3.596	left	13	-5.348	1	0	0.62	1	0	1
17	99	iid	LR	different	iid_different	left	-1.186	6.295	right	40	3.668	-1	1	0.767	1	0	1
17	103	iid	RL	different	iid_different	right	0.961	2.657	left	7	-2.843	1	0	0.528	1	0	1
17	151	iid	RR	same	iid_same	right	1.432	2.804	right	8	3.469	1	0	0.396	1	1	1
17	130	iid	RL	different	iid_different	right	1.134	4.973	left	25	-3.726	1	0	0.528	1	0	1
17	149	iid	RL	different	iid_different	right	1.186	6.295	left	40	-3.668	1	0	0.567	1	0	1
17	52	iid	LR	different	iid_different	left	-1.512	2.3	right	5	5.012	-1	1	0.447	1	0	1
17	1	iid	LL	same	iid_same	left	-1.432	2.804	left	8	-3.469	-1	1	0.586	1	1	1
17	193	iid	RR	same	iid_same	right	1.762	6.619	right	43	11.962	1	0	0.518	1	1	1
17	157	iid	RR	same	iid_same	right	2.172	2.398	right	6	6.377	1	0	0.422	1	1	1
17	37	iid	LL	same	iid_same	left	-1.988	5.494	left	30	-5.674	-1	1	0.561	1	1	1
17	129	iid	RL	different	iid_different	right	2.149	4.637	left	22	-6.019	-1	1	0.475	0	1	0
17	192	iid	RR	same	iid_same	right	1.954	6.647	right	44	13.663	1	0	0.578	1	1	1
17	160	iid	RR	same	iid_same	right	1.646	3.03	right	9	6.579	1	0	0.368	1	1	1
17	57	iid	LR	different	iid_different	left	-2.189	2.964	right	9	2.592	-1	1	0.318	1	0	1
17	21	iid	LL	same	iid_same	left	-2.081	4.839	left	24	-11.931	-1	1	0.447	1	1	1
17	88	iid	LR	different	iid_different	left	-1.027	5.533	right	31	3.742	-1	1	0.498	1	0	1
17	48	iid	LL	same	iid_same	left	-2.101	6.227	left	39	-4.733	1	0	0.838	0	0	0
17	58	iid	LR	different	iid_different	left	-2.027	2.567	right	7	4.044	1	0	0.596	0	1	0
17	196	iid	RR	same	iid_same	right	1.185	6.479	right	42	5.232	-1	1	0.741	0	0	0
17	50	iid	LR	different	iid_different	left	-2.251	2.722	right	8	3.383	1	0	0.525	0	1	0
17	107	iid	RL	different	iid_different	right	2.189	2.964	left	9	-2.592	-1	1	0.528	0	1	0
17	54	iid	LR	different	iid_different	left	-1.113	2.948	right	9	2.555	-1	1	0.528	1	0	1
17	63	iid	LR	different	iid_different	left	-1.892	3.745	right	14	4.613	1	0	0.43	0	1	0
17	183	iid	RR	same	iid_same	right	2.547	5.207	right	27	4.706	-1	1	0.528	0	0	0
17	121	iid	RL	different	iid_different	right	1.764	4.73	left	22	-2.728	1	0	0.426	1	0	1
17	167	iid	RR	same	iid_same	right	2.376	3.95	right	16	7.381	1	0	0.381	1	1	1
17	199	iid	RR	same	iid_same	right	1.82	6.317	right	40	5.053	1	0	0.42	1	1	1
17	188	iid	RR	same	iid_same	right	2.822	5.379	right	29	8.417	1	0	0.602	1	1	1
17	26	iid	LL	same	iid_same	left	-1.929	4.66	left	22	-8.105	-1	1	0.769	1	1	1
17	139	iid	RL	different	iid_different	right	0.999	5.404	left	30	-9.09	-1	1	0.528	0	1	0
17	100	iid	RL	different	iid_different	right	2.251	2.722	left	8	-3.383	1	0	0.417	1	0	1
17	111	iid	RL	different	iid_different	right	0.973	3.878	left	15	-2.704	-1	1	0.648	0	1	0
17	2	iid	LL	same	iid_same	left	-2.413	2.537	left	6	-6.728	-1	1	0.239	1	1	1
17	77	iid	LR	different	iid_different	left	-1.239	4.403	right	19	7.711	1	0	0.528	0	1	0
17	46	iid	LL	same	iid_same	left	-1.185	6.479	left	42	-5.232	1	0	0.528	0	0	0
17	187	iid	RR	same	iid_same	right	1.988	5.494	right	30	5.674	1	0	0.696	1	1	1
17	191	iid	RR	same	iid_same	right	2.078	6.196	right	38	11.804	1	0	0.553	1	1	1
17	85	iid	LR	different	iid_different	left	-1.907	4.917	right	24	2.755	-1	1	0.376	1	0	1
17	36	iid	LL	same	iid_same	left	-1.917	5.864	left	35	-11.991	-1	1	0.612	1	1	1
17	190	iid	RR	same	iid_same	right	2.137	6.102	right	37	2.857	-1	1	0.593	0	0	0
17	61	iid	LR	different	iid_different	left	-0.973	3.878	right	15	2.704	1	0	0.481	0	1	0
17	22	iid	LL	same	iid_same	left	-1.158	4.684	left	22	-3.138	1	0	0.515	0	0	0
17	141	iid	RL	different	iid_different	right	1.575	6.045	left	37	-3.812	1	0	0.528	1	0	1
17	101	iid	RL	different	iid_different	right	0.806	2.319	left	5	-3.749	-1	1	0.591	0	1	0
17	33	iid	LL	same	iid_same	left	-2.547	5.207	left	27	-4.706	-1	1	0.588	1	1	1
17	11	iid	LL	same	iid_same	left	-1.454	3.202	left	10	-2.972	-1	1	0.197	1	1	1
17	194	iid	RR	same	iid_same	right	1.816	6.152	right	38	4.335	-1	1	0.503	0	0	0
17	159	iid	RR	same	iid_same	right	1.71	2.788	right	8	5.391	1	0	0.336	1	1	1
17	6	iid	LL	same	iid_same	left	-2.375	2.81	left	8	-5.006	-1	1	0.266	1	1	1
17	27	iid	LL	same	iid_same	left	-2.389	4.145	left	17	-3.429	-1	1	0.342	1	1	1
17	120	iid	RL	different	iid_different	right	1.926	4.487	left	20	-4.387	1	0	0.528	1	0	1
17	92	iid	LR	different	iid_different	left	-1.12	6.035	right	36	5.179	-1	1	0.563	1	0	1
17	14	iid	LL	same	iid_same	left	-2.465	3.163	left	10	-5.991	-1	1	0.684	1	1	1
17	106	iid	RL	different	iid_different	right	0.974	2.955	left	9	-5.179	-1	1	0.522	0	1	0
17	71	iid	LR	different	iid_different	left	-1.764	4.73	right	22	2.728	-1	1	0.497	1	0	1
17	20	iid	LL	same	iid_same	left	-2.263	4.205	left	18	-3.056	-1	1	0.302	1	1	1
17	134	iid	RL	different	iid_different	right	1.581	5.468	left	30	-3.437	-1	1	0.528	0	1	0
17	175	iid	RR	same	iid_same	right	1.971	4.243	right	18	3.981	1	0	0.438	1	1	1
17	72	iid	LR	different	iid_different	left	-1.283	4.911	right	24	3.587	1	0	0.676	0	1	0
17	156	iid	RR	same	iid_same	right	2.375	2.81	right	8	5.006	1	0	0.358	1	1	1
17	25	iid	LL	same	iid_same	left	-1.971	4.243	left	18	-3.981	-1	1	0.328	1	1	1
17	23	iid	LL	same	iid_same	left	-2.217	4.012	left	16	-3.328	-1	1	0.283	1	1	1
17	184	iid	RR	same	iid_same	right	2.325	5.238	right	27	4.616	-1	1	0.404	0	0	0
17	147	iid	RL	different	iid_different	right	1.346	6.31	left	40	-3.058	-1	1	0.352	0	1	0
17	81	iid	LR	different	iid_different	left	-1.773	5.602	right	31	12.73	-1	1	0.446	1	0	1
17	39	iid	LL	same	iid_same	left	-2.719	5.571	left	31	-10.583	-1	1	0.348	1	1	1
17	168	iid	RR	same	iid_same	right	1.853	3.209	right	10	4.809	1	0	0.382	1	1	1
17	47	iid	LL	same	iid_same	left	-2.158	6.978	left	49	-5.806	-1	1	0.528	1	1	1
17	94	iid	LR	different	iid_different	left	-1.676	6.092	right	37	6.022	1	0	0.374	0	1	0
17	154	iid	RR	same	iid_same	right	2.051	2.291	right	5	3.295	-1	1	0.528	0	0	0
